clg_name,fees,avg_pkg,rating
"Sakthi Mariamman Engineering College - [SMEC], Chennai","₹ 50,000","₹ 3,49,000",7.4 / 10
"Shaheed Udham Singh College of Engineering and Technology - [SUSCET], Mohali","₹ 80,000","₹ 9,00,000",7.6 / 10
"Shanmuganathan Engineering College - [SEC], Palayamkottai","₹ 50,000","₹ 2,80,000",7.6 / 10
"Sri Sairam College of Engineering, Bangalore","₹ 92,000","₹ 12,50,000",7.6 / 10
"Sinhgad Institute of Technology and Science -[SITS] Narhe, Pune","₹ 98,000","₹ 2,75,000",8 / 10
"Sree Narayana Guru Institute of Science and Technology - [SNGIST], Ernakulam","₹ 50,000","₹ 13,50,000",6.7 / 10
"Sri Mittapalli Institute of Technology for Women - [SMITW], Guntur","₹ 52,400","₹ 3,60,000",7.3 / 10
"Sri Ramanujar Engineering College - [SREC], Chennai","₹ 50,000","₹ 6,00,000",7.2 / 10
"Suddhananda Engineering and Research Centre - [SERC], Bhubaneswar","₹ 60,000","₹ 7,00,000",6.9 / 10
"Suguna College of Engineering - [SCE], Coimbatore","₹ 60,000","₹ 1,90,000",8 / 10
"Sushila Devi Bansal College, Indore","₹ 30,000","₹ 2,80,000",5 / 10
"Swarna Bharathi Institute of Science and Technology - [SBIT], Khammam","₹ 66,700","₹ 1,50,000",7.8 / 10
"Thangal Kunju Musaliar Institute of Technology - [TKM], Kollam","₹ 91,350","₹ 4,50,000",6.7 / 10
"Yellamma Dasappa Institute of Technology, Bangalore","₹ 7,720","₹ 1,00,000",7.5 / 10
"Wainganga College of Engineering and Management - [WCEM], Nagpur","₹ 87,000","₹ 4,00,000",7.4 / 10
"World Institute of Technology - [WIT], Gurgaon","₹ 64,000","₹ 18,00,000",8 / 10
"Vivekananda College of Engineering & Technology - [VCET], Puttur","₹ 87,100","₹ 2,40,000",6.5 / 10
"DRK Institute of Science and Technology - [DRKIST], Hyderabad","₹ 55,000","₹ 10,00,000",5.9 / 10
"JNTUH College of Engineering, Hyderabad","₹ 73,000","₹ 3,50,000",6.9 / 10
"Hindustan Institute of Technology and Management - [HITM], Ambala","₹ 75,000","₹ 5,72,000",6.8 / 10
"Jaipur Institute of Technology Group of Institution, Jaipur","₹ 84,500","₹ 9,00,000",7.1 / 10
"Universal College of Engineering and Technology - [UCET], Gandhinagar",--,"₹ 4,80,000",7.3 / 10
"Vaish College of Engineering, Rohtak","₹ 75,540","₹ 14,00,000",7.6 / 10
"Vizag Institute of Technology - [VIZB], Visakhapatnam","₹ 50,100","₹ 15,00,000",7.6 / 10
"J.K. Institute of Applied Physics and Technology, Allahabad","₹ 35,910","₹ 32,00,000",7.9 / 10
"Jawaharlal Darda Institute of Engineering and Technology - [JDIET], Yavatmal","₹ 80,000","₹ 61,00,000",7.1 / 10
"Parisutham Institute of Technology and Science - [PITS], Thanjavur","₹ 2,00,000","₹ 1,20,000",7.8 / 10
"Parul Institute of Engineering and Technology - [PIET], Vadodara","₹ 90,300","₹ 3,20,000",6 / 10
"Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET], Nagpur","₹ 90,000","₹ 3,60,000",8.6 / 10
"Uttar Pradesh Textile Technology Institute - [UPTTI], Kanpur","₹ 1,03,900","₹ 5,27,000",6.2 / 10
"Vedavyasa Institute of Technology, Malappuram","₹ 1,24,000","₹ 5,76,000",7.6 / 10
"Raffles University, Neemrana","₹ 1,09,000","₹ 16,65,000",7.7 / 10
"Doaba Group of Colleges - [DGC], Mohali","₹ 3,18,000","₹ 2,80,000",7.4 / 10
"Government Engineering College - [GEC], Rajkot","₹ 1,500","₹ 22,00,000",5.1 / 10
"ABES Institute of Technology - [ABESIT], Ghaziabad","₹ 1,28,100","₹ 3,00,000",7.3 / 10
"Amity School of Engineering & Technology - [ASET], New Delhi",--,"₹ 3,25,000",6.7 / 10
"Arignar Anna Institute of Science and Technology, Chennai","₹ 55,000","₹ 16,50,000",6.7 / 10
"Jawaharlal Institute of Technology - [JIT] Borawan, Khargone","₹ 66,500","₹ 4,00,000",7.6 / 10
"College of Engineering Kottarakkara, Kollam","₹ 36,932","₹ 12,00,000",7.8 / 10
"College of Engineering Poonjar, Kottayam","₹ 35,000","₹ 8,00,000",8.3 / 10
"Sri Vasavi Institute of Engineering and Technology - [SVIET], Krishna","₹ 30,200","₹ 12,00,000",6.9 / 10
"KLE Dr. M.S.Sheshgiri College of Engineering & Technology, Belgaum","₹ 89,640","₹ 3,49,994",7.4 / 10
"Dr. Subhash University, Junagadh","₹ 77,175","₹ 4,50,000",6.3 / 10
"Gyan Ganga Institute of Technology and Sciences - [GGITS], Jabalpur","₹ 70,000","₹ 3,60,000",7.2 / 10
"Nitra Technical Campus - [NTC], Ghaziabad","₹ 83,500","₹ 4,00,000",6.6 / 10
"Samalkha Group of Institutions - [SGI], Panipat","₹ 79,500","₹ 10,00,000",7.3 / 10
"University of Kerala, University College Of Engineering Kariavattom, Thiruvananthapuram","₹ 36,750","₹ 4,36,000",5.5 / 10
"University College of Engineering, Anna University - [UCEV], Viluppuram","₹ 43,810","₹ 10,00,000",7.5 / 10
"Jawaharlal College of Engineering and Technology - [JCET] Ottapalam, Palakkad","₹ 3,00,000","₹ 2,80,000",7.7 / 10
"Pallavan College of Engineering - [PCE], Kanchipuram","₹ 55,000","₹ 3,85,000",7.1 / 10
"Rajiv Gandhi College of Engineering and Research - [RGCER], Nagpur","₹ 1,00,000","₹ 10,00,000",7.5 / 10
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur","₹ 98,000","₹ 2,50,000",7.8 / 10
"Delhi Technical Campus - [DTC], Greater Noida","₹ 1,24,250","₹ 10,00,000",7.1 / 10
"Maharaja Agrasen University - [MAU], Solan","₹ 1,20,000","₹ 4,30,000",8.5 / 10
"Goel Institute of Technology & Management - [GITM], Lucknow","₹ 78,589","₹ 3,14,000",7.9 / 10
"St. Mary’s Group of Institutions, Hyderabad","₹ 1,250","₹ 1,44,000",7 / 10
"MET Bhujbal Knowledge City, Nashik","₹ 1,00,000","₹ 12,00,000",6.7 / 10
"Siddharth Institute of Engineering & Technology - [SIETK], Puttur","₹ 37,000","₹ 1,80,000",6.9 / 10
"Visakha Institute of Engineering & Technology - [VIET], Visakhapatnam","₹ 35,000","₹ 3,50,000",7.6 / 10
"Raajdhani Engineering College - [REC], Bhubaneswar","₹ 72,000","₹ 2,50,000",8.2 / 10
"Shadan College of Engineering & Technology - [SCET], Hyderabad","₹ 45,000","₹ 10,00,000",7.4 / 10
"Nanhi Pari Seemant Engineering Institute - [NPSEI], Pithoragarh","₹ 60,400","₹ 10,00,000",8.1 / 10
"Bhopal Institute of Technology - [BIT], Bhopal","₹ 55,000","₹ 4,50,000",7.7 / 10
"Symbiosis University of Applied Sciences- [SUAS], Indore","₹ 2,60,000","₹ 1,63,728",7.9 / 10
"Sigma Institute of Engineering, Vadodara","₹ 60,000","₹ 3,50,000",8.6 / 10
"Rakshpal Bahadur College of Engineering & Technology - [RBCET], Bareilly","₹ 75,000","₹ 3,14,000",8 / 10
"Pacific School of Engineering - [PSE], Surat","₹ 52,500","₹ 12,02,000",9 / 10
"Sai Ganapathi Engineering College, Visakhapatnam","₹ 35,000","₹ 10,00,000",8.2 / 10
"Mangalmay Institute of Management and Technology - [MIMT], Greater Noida","₹ 1,20,000","₹ 2,50,000",8.3 / 10
"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan, Pune","₹ 1,10,275","₹ 8,00,000",9.6 / 10
"Chhatrapati Shivaji Maharaj University - [CSMU], Navi Mumbai","₹ 1,22,100","₹ 3,00,000",6.9 / 10
"Capital University - [CU], Kodarma","₹ 41,100","₹ 8,00,000",7.3 / 10
"Manipur Technical University - [MTU], Imphal","₹ 63,000","₹ 5,46,000",8.2 / 10
"Bangalore Group of Institutions - [BGI], Bangalore","₹ 1,20,000","₹ 3,43,000",6.6 / 10
"Surya Group of Institutions - [SGI], Lucknow","₹ 62,500","₹ 7,50,000",6.8 / 10
"IES University, Bhopal","₹ 55,000","₹ 3,60,000",8.8 / 10
"Salem College of Engineering and Technology - [SCET], Salem","₹ 50,000","₹ 11,00,000",7.5 / 10
"Padre Conceicao College of Engineering, Salcete","₹ 1,30,000","₹ 24,73,000",7.3 / 10
"Calicut University Institute of Engineering Technology - [CUIET], Malappuram","₹ 42,600","₹ 2,50,000",6.7 / 10
"Vikrant Group of Institutions - [VGI], Indore","₹ 45,000","₹ 7,75,000",7 / 10
"Adarsha College of Engineering - [ACE], Angul","₹ 3,74,000","₹ 1,40,000",6.1 / 10
"Aditya Engineering College - [AEC], Beed","₹ 1,20,000","₹ 12,00,000",8.1 / 10
"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane","₹ 88,500","₹ 10,00,000",7.3 / 10
"Ashoka Institute of Technology and Management - [AITM], Varanasi","₹ 90,000","₹ 10,80,000",7.5 / 10
"Bhabha Engineering Research Institute - [BERI], Bhopal","₹ 44,000","₹ 29,00,000",7.3 / 10
"Bharati Vidyapeeth College of Engineering For Women, Pune","₹ 1,26,966","₹ 5,50,000",8 / 10
"Bonam Venkata Chalamayya Engineering College - [BVCEC], East Godavari","₹ 35,000","₹ 3,50,000",7.8 / 10
"Brahmdevdada Mane Institute of Technology - [BMIT], Solapur","₹ 98,000","₹ 11,30,000",6.9 / 10
"Capital Engineering College - [CEC], Khorda",--,"₹ 3,80,000",7.8 / 10
"Chitkara Institute of Engineering and Technology - [CIET], Patiala","₹ 1,74,000","₹ 27,00,000",7.6 / 10
"Chouksey Engineering College - [CEC], Bilaspur","₹ 60,000","₹ 4,80,000",7.7 / 10
"Christ the King Engineering College, Coimbatore","₹ 2,00,000","₹ 9,60,000",8.2 / 10
"DPG Institute of Technology and Management - [DPGITM], Gurgaon","₹ 89,000","₹ 8,50,000",7 / 10
"DY Patil College of Engineering and Technology - [DYPCET], Kolhapur","₹ 1,14,085","₹ 3,50,000",7.3 / 10
"Dhanekula Institute of Engineering and Technology - [DIET], Vijayawada","₹ 2,43,000","₹ 19,00,000",7.6 / 10
"GITAM School of Technology, Visakhapatnam","₹ 3,46,000","₹ 13,00,000",7 / 10
"GRT Institute of Engineering and Technology, Tirutani","₹ 50,000","₹ 5,50,000",7.9 / 10
"Gandhi Institute for Education and Technology - [GIET], Khorda","₹ 71,000","₹ 8,00,000",6.5 / 10
"Geetanjali Institute of Technical Studies - [GITS], Udaipur","₹ 70,500","₹ 4,00,000",5.9 / 10
"Hindu College of Engineering - [HCE], Sonepat","₹ 76,335","₹ 8,00,000",7.3 / 10
"Hindusthan College of Engineering and Technology - [HICET], Coimbatore","₹ 1,00,000","₹ 3,44,000",7.5 / 10
"Indian Institution of Industrial Engineering, Navi Mumbai",--,"₹ 6,00,000",7.3 / 10
"John Cox Memorial CSI Institute of Technology Kannammoola, Thiruvananthapuram","₹ 65,000","₹ 42,00,000",7.2 / 10
"Jyothishmathi Institute of Technology and Science - [JITS], Karimnagar","₹ 65,000","₹ 2,40,000",7.1 / 10
"Kamala Institute of Technology & Science- [KITS], Karimnagar","₹ 80,000","₹ 3,50,000",8.3 / 10
"Kshatriya College of Engineering - [KCEA], Nizamabad","₹ 55,000","₹ 6,00,000",6.8 / 10
"Laxmi Institute of Technology - [LIT], Valsad","₹ 72,000","₹ 58,00,000",7.7 / 10
"Lourdes Matha College of Science and Technology, Thiruvananthapuram","₹ 1,00,400","₹ 3,00,000",6.4 / 10
"Loyola-ICAM College of Engineering and Technology - [LICET], Chennai","₹ 2,00,000","₹ 4,34,000",8.4 / 10
"Christian College of Engineering and Technology - [CCET], Bhilai","₹ 76,900","₹ 10,00,000",7.4 / 10
"MVR College of Engineering and Technology - [MVRCET], Krishna","₹ 64,800","₹ 1,70,000",7.1 / 10
"Malabar College of Engineering and Technology - [MCET], Thrissur","₹ 50,000","₹ 3,00,000",7.4 / 10
"Malineni Lakshmaiah Womens Engineering College, Guntur","₹ 35,000","₹ 4,65,000",7.8 / 10
"Malla Reddy Institute of Engineering and Technology- [MRIET], Secunderabad","₹ 60,000","₹ 15,50,000",7.3 / 10
"Malla Reddy Institute of Technology and Science - [MRITS], Hyderabad","₹ 48,000","₹ 2,35,000",7.8 / 10
"Misrimal Navajee Munoth Jain Engineering College - [MNMJEC], Chennai","₹ 55,000","₹ 4,50,000",7.7 / 10
"NBKR Institute of Science and Technology Vidyanagar - [NBKRIST], Nellore","₹ 93,200","₹ 4,20,000",7.2 / 10
"Oriental Institute of Science and Technology - [OIST], Bhopal","₹ 96,000","₹ 22,00,000",7.5 / 10
"Poornima Institute of Engineering and Technology - [PIET], Jaipur","₹ 89,250","₹ 3,60,000",5.5 / 10
"Quest Group of Institutions, Mohali","₹ 3,18,000","₹ 4,00,000",7.8 / 10
"RMD Sinhgad School of Engineering -[RMDSSOE], Pune","₹ 96,000","₹ 6,00,000",7.6 / 10
"RTC Institute of Technology - [RTCIT], Ranchi","₹ 74,000","₹ 4,62,000",7 / 10
"Raj Kumar Goel Engineering College - [RKGEC], Ghaziabad","₹ 1,10,000","₹ 8,40,000",8.4 / 10
"Rajarshi Shahu College of Engineering - [RSCOE] Tathawade, Pune","₹ 1,13,000","₹ 1,50,000",6.9 / 10
"Rajeev Institute of Technology - [RIT], Hassan","₹ 2,35,000","₹ 3,20,000",8 / 10
"Roever Engineering College-[REC], Perambalur","₹ 60,000","₹ 4,50,000",7.8 / 10
"Rohini College of Engineering and Technology - [RCET], Kanyakumari","₹ 50,000","₹ 28,00,000",6.8 / 10
"Royal College of Engineering and Technology - [RCET], Thrissur","₹ 50,000","₹ 3,20,000",6.9 / 10
"SR Group of Institutions - [SRGI], Jhansi","₹ 73,100","₹ 9,00,000",8 / 10
"Sai Spurthi Institute of Technology - [SSIT], Khammam","₹ 62,000","₹ 3,20,000",8.4 / 10
"Sana Engineering College - [SEC], Suryapet",--,"₹ 10,00,000",7.6 / 10
"Sanketika Vidya Parishad Engineering College, Visakhapatnam","₹ 41,000","₹ 2,40,000",8.3 / 10
"Sarabhai Institute of Science & Technology - [SIST] Vellanad, Thiruvananthapuram","₹ 50,000","₹ 4,40,000",4.8 / 10
"Sengunthar College of Engineering - [SCE], Namakkal","₹ 50,000","₹ 3,80,000",7.9 / 10
"Sityog Institute of Technology, Aurangabad","₹ 1,11,000","₹ 10,00,000",7.3 / 10
"Sree Rama Engineering College - [SREC], Tirupati","₹ 44,700","₹ 4,00,000",7.1 / 10
"Sri Revana Siddeshwara Institute of Technology - [SRSIT], Bangalore","₹ 58,750","₹ 6,50,000",7.1 / 10
"Shri Sant Gajanan Maharaj College of Engineering - [SSGMCE], Shegaon","₹ 60,000","₹ 5,02,000",8 / 10
"Sri Sivani College of Engineering - [SSCE], Srikakulam","₹ 35,000","₹ 10,00,000",8.6 / 10
"Takshshila Institute of Engineering and Technology - [TIET], Jabalpur","₹ 58,000","₹ 4,50,000",7.8 / 10
"Talla Padmavathi College of Engineering - [TPCE], Warangal","₹ 61,000","₹ 12,00,000",6.1 / 10
"Technology Education and Research Integrated Institute - [TERII], Kurukshetra","₹ 79,500","₹ 6,50,000",6.9 / 10
"Travancore Engineering College - [TEC] Oyoor, Kollam","₹ 50,000","₹ 10,00,000",7.1 / 10
"Ambalika Institute of Management and Technology - [AIMT], Lucknow","₹ 1,05,709","₹ 12,50,000",7.6 / 10
"Vins Christian College of Engineering - [VCCE], Nagercoil","₹ 50,000","₹ 14,00,000",8 / 10
"Pailan College of Management and Technology - [PCMT], Kolkata","₹ 97,500","₹ 4,20,000",7.4 / 10
"Pandian Saraswathi Yadav Engineering College, Sivaganga","₹ 60,000","₹ 6,00,000",8.7 / 10
"Shree Swaminarayan Institute of Technology- [SSIT], Gandhinagar","₹ 61,000","₹ 2,55,108",7.6 / 10
"Amrita Vishwa Vidyapeetham Amritapuri Campus, Kollam","₹ 1,00,000","₹ 17,19,000",8.2 / 10
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Chennai","₹ 60,000","₹ 38,00,000",7.4 / 10
"Industrial and Management Engineering, IIT Kanpur- [IME IIT], Kanpur",--,"₹ 50,00,000",6.6 / 10
"Government Engineering College - [GEC], Bhavnagar","₹ 1,500","₹ 15,00,000",7.4 / 10
"University College of Engineering, Mahatma Gandhi University - [UCE], Thodupuzha","₹ 47,800","₹ 2,50,000",7 / 10
"Techno International - Batanagar, South 24 Parganas","₹ 1,08,800","₹ 3,20,000",8 / 10
"Cochin Institute of Science and Technology - [CISAT], Muvattupuzha","₹ 75,000","₹ 13,20,000",8.2 / 10
"Keystone School Of Engineering, Pune","₹ 3,20,000","₹ 1,25,000",8.2 / 10
"KS Institute of Technology - [KSIT], Bangalore","₹ 1,43,748","₹ 3,20,000",8.5 / 10
"Gayatri Vidya Parishad College of Engineering For Women - [GVPW], Visakhapatnam","₹ 97,600","₹ 5,00,000",7.7 / 10
"Lenora College of Engineering, East Godavari","₹ 35,000","₹ 4,00,000",6.5 / 10
"Madhuben & Bhanubhai Patel Institute of Technology - [MBPIT], Anand","₹ 71,000","₹ 12,40,000",7.5 / 10
"C. Byregowda Institute of Technology - [CBIT], Kolar","₹ 20,000","₹ 3,38,352",7.4 / 10
"Om Engineering College - [OEC], Junagadh","₹ 67,000","₹ 13,00,000",7.1 / 10
"Padmanava College of Engineering - [PCE], Rourkela","₹ 79,500","₹ 2,16,000",6 / 10
"Bharath Niketan Engineering College - [BNEC], Aundipatti","₹ 87,000","₹ 2,76,000",6.8 / 10
"SACS MAVMM Engineering College, Madurai","₹ 2,00,000","₹ 3,00,000",8.5 / 10
"KLE Institute of Technology - [KLEIT], Hubli","₹ 1,66,250","₹ 12,00,000",7.5 / 10
"Al-Falah university - [AFU], Faridabad","₹ 85,000","₹ 6,50,000",7.9 / 10
"PDEA College of Engineering Manjari, Pune","₹ 90,000","₹ 12,00,000",6.6 / 10
"Bhagwati Institute of Technology and Science, Ghaziabad","₹ 95,865","₹ 34,00,000",7.9 / 10
"Techno College of Engineering Agartala - [TCEA], Agartala","₹ 98,000","₹ 5,29,000",7.8 / 10
"Mangayarkarasi College of Engineering - [MCE], Madurai","₹ 30,000","₹ 3,20,000",7.7 / 10
"Loyola Institute of Technology and Science - [LITES], Kanyakumari","₹ 1,30,000","₹ 3,20,000",7.7 / 10
"AAR Mahaveer Engineering College, Hyderabad","₹ 48,000","₹ 10,00,000",7.7 / 10
"Noble Group of Institution - [NGI], Junagadh","₹ 55,000","₹ 3,50,000",8 / 10
"Sai Tirumala NVR Engineering College - [STNVR], Guntur","₹ 38,900","₹ 7,00,000",7.9 / 10
"Krishna Group of Institutions, Kanpur","₹ 65,000","₹ 4,80,000",7.3 / 10
"Shri Ram Group of Colleges - [SRGC], Muzaffarnagar","₹ 1,04,900","₹ 11,00,000",7.1 / 10
"Chameli Devi Group of Institution, Indore","₹ 35,000","₹ 2,20,000",8.8 / 10
"Maharaja Institute of Technology Thandavapura - [MITT], Mysore","₹ 1,29,000","₹ 5,10,000",5.6 / 10
"Techno India - Banipur, Paragana","₹ 72,000","₹ 10,00,000",6.9 / 10
"P.U. Swami Sarvanand Giri Regional Centre - [PUSSGRC], Hoshiarpur","₹ 87,755","₹ 3,00,000",7.7 / 10
"Cheran College of Engineering, Karur","₹ 50,000","₹ 4,50,000",6.8 / 10
"Chhattisgarh Engineering College - [CEC], Durg","₹ 60,000","₹ 3,60,000",8.8 / 10
"Nehru College of Engineering and Research Centre - [NCERC], Thrissur","₹ 50,000","₹ 7,20,000",7.4 / 10
"Sree Sowdambika College of Engineering - [SSCE], Virudhunagar","₹ 55,000","₹ 2,80,000",8.2 / 10
"Surendra Institute of Engineering and Management - [SIEM], Darjeeling","₹ 1,06,000","₹ 6,00,000",7.4 / 10
"Holy Grace Academy of Engineering - [HGAE], Thrissur","₹ 60,000","₹ 2,30,000",7.8 / 10
"Pavai College of Technology - [PCT], Namakkal","₹ 40,000","₹ 3,60,000",6.2 / 10
"Rajarambapu Institute of Technology - [RIT], Sangli","₹ 1,40,000","₹ 7,50,000",7.7 / 10
"DY Patil University, Navi Mumbai","₹ 2,10,000","₹ 9,00,000",9.7 / 10
"Vaagdevi Engineering College - [VEC], Warangal","₹ 48,000","₹ 3,60,000",7.2 / 10
"ABSS Institute of Technology, Meerut","₹ 1,13,460","₹ 12,70,000",7.9 / 10
"ACE Engineering College - [ACEEC], Hyderabad","₹ 1,10,000","₹ 6,50,000",7.6 / 10
"ARM College of Engineering and Technology - [ARMCET], Kanchipuram","₹ 50,000","₹ 25,00,000",7.8 / 10
"Ahalia School of Engineering and Technology - [ASET], Palakkad","₹ 78,000","₹ 4,00,000",4.7 / 10
"AISSMS Institute of Information Technology, Pune","₹ 1,18,751","₹ 48,00,000",6.1 / 10
"Anantha Lakshmi Institute of Technology and Sciences - [ALITS], Anantapur","₹ 50,200","₹ 4,00,000",7 / 10
"Anil Neerukonda Institute of Technology & Sciences - [ANITS], Visakhapatnam","₹ 76,300","₹ 8,90,000",5.8 / 10
"Annai Mathammal Sheela Engineering College, Namakkal","₹ 45,000","₹ 4,50,000",7.4 / 10
"Aravali Institute of Technical Studies - [AITS], Udaipur","₹ 70,000","₹ 7,50,000",5.8 / 10
"Arulmigu Meenakshi Amman College of Engineering - [AMACE], Kanchipuram","₹ 1,60,000","₹ 18,00,000",5.4 / 10
"Asan Memorial College of Engineering and Technology - [AMCET], Kanchipuram","₹ 2,00,000","₹ 1,45,000",8.1 / 10
"BP Poddar Institute of Management and Technology, Kolkata","₹ 1,15,200","₹ 2,00,000",6.7 / 10
"Basavakalyan Engineering College - [BKET], Basavakalyan","₹ 58,806","₹ 3,50,000",7.6 / 10
"Bhabha Institute of Technology - [BIT], Kanpur","₹ 8,62,000","₹ 48,00,000",8.9 / 10
"Camellia Institute of Technology and Management - [CITM], Hooghly","₹ 1,01,000","₹ 3,50,000",5 / 10
"Camellia School of Engineering and Technology - [CSET], Kolkata","₹ 63,000","₹ 12,00,000",8.4 / 10
"Darshan University - [DU], Rajkot","₹ 1,60,000","₹ 3,40,000",8 / 10
"Eshan Group of Institution, Agra","₹ 72,000","₹ 4,50,000",8 / 10
"Excel College of Engineering and Technology, Namakkal","₹ 55,000","₹ 3,50,000",6.5 / 10
"Finolex Academy of Management and Technology - [FAMT], Ratnagiri","₹ 92,000","₹ 4,25,000",7.2 / 10
"Gnanamani College of Engineering - [GCE], Namakkal","₹ 50,000","₹ 6,50,000",7.5 / 10
"Government College of Engineering - [GCE], Dharmapuri","₹ 7,555","₹ 7,41,000",7.9 / 10
"HMS Institute of Technology - [HMSIT], Tumkur","₹ 80,000","₹ 33,60,000",6.6 / 10
"Heera College of Engineering and Technology - [HCET] Nedumangad, Thiruvananthapuram","₹ 45,000","₹ 2,20,000",7.5 / 10
"Hirasugar Institute of Technology - [HIT], Belgaum","₹ 2,61,360","₹ 8,90,000",7.6 / 10
"IES College of Technology - [ICOT], Bhopal","₹ 55,000","₹ 5,00,000",7.7 / 10
"Jayam College of Engineering and Technology - [JCET], Dharmapuri","₹ 2,00,000","₹ 20,00,000",7.1 / 10
"Jayaraj Annapackiam CSI College of Engineering - [JACSICE], Thoothukudi","₹ 50,000","₹ 2,25,000",7.4 / 10
"Joginpally BR Engineering College -[JBREC] Yenkapally, Hyderabad","₹ 87,000","₹ 10,00,000",7.4 / 10
"KS Rangasamy College of Technology, Namakkal","₹ 50,000","₹ 3,40,000",7.6 / 10
"Kingston Engineering College, Katpadi","₹ 55,000","₹ 12,00,000",6.7 / 10
"Konark Institute of Science and Technology - [KIST], Bhubaneswar","₹ 2,72,000","₹ 24,00,000",8.1 / 10
"Krishnasamy College of Engineering and Technology - [KCET], Cuddalore","₹ 50,000","₹ 5,00,000",5.7 / 10
"Laxminarayan Institute of Technology - [LIT], Nagpur","₹ 1,15,000","₹ 3,50,000",8 / 10
"Maharishi Arvind Institute of Engineering & Technology - [MAIET], Jaipur","₹ 70,000","₹ 5,00,000",6 / 10
"MVPS's Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering, Nashik","₹ 1,07,285","₹ 30,00,000",7.2 / 10
"Maria College of Engineering and Technology - [MCET], Kanyakumari","₹ 2,80,000","₹ 2,44,000",8 / 10
"Marudhar Engineering College - [MEC], Bikaner","₹ 87,500","₹ 5,00,000",7.9 / 10
"Meerut International Institute of Technology - [MIIT], Meerut","₹ 65,500","₹ 4,20,000",6.9 / 10
"Mount Zion College of Engineering and Technology, Pudukkottai","₹ 60,000","₹ 10,00,000",8 / 10
"Muslim Association College of Engineering - [MACE], Thiruvananthapuram","₹ 65,000","₹ 2,10,000",6.9 / 10
"NBN Sinhgad School of Engineering - [NBNSSOE], Ambegaon","₹ 1,00,000","₹ 10,00,000",5.5 / 10
"Northern Institute of Engineering Technical Campus - [NIET], Alwar","₹ 77,000","₹ 3,65,000",7.3 / 10
"Nalanda Institute of Technology - [NIT], Bhubaneswar","₹ 86,500","₹ 15,00,000",7.3 / 10
"Nanasaheb Mahadik College of Engineering - [NMCE], Sangli","₹ 65,000","₹ 37,22,000",8 / 10
"PDM Faculty of Engineering and Technology, Bahadurgarh","₹ 1,00,200","₹ 37,84,000",7.6 / 10
"Priyadarshini Institute of Engineering and Technology - [PIET], Nagpur","₹ 1,08,000","₹ 8,50,000",7.7 / 10
"QIS Institute of Technology - [QISIT], Prakasam","₹ 53,000","₹ 30,00,000",7.8 / 10
"R.R. Group of Institutions - [RRGI], Lucknow","₹ 79,700","₹ 8,50,000",8.3 / 10
"RRASE College of Engineering, Chennai","₹ 50,000","₹ 2,00,000",7.1 / 10
"RV Institute of Technology - [RVIT], Bijnor","₹ 2,30,800","₹ 2,50,000",6.7 / 10
"Raj Engineering College- [REC], Jodhpur","₹ 40,000","₹ 15,00,000",7.3 / 10
"SCAD College of Engineering and Technology - [SCAD CET], Tirunelveli","₹ 50,000","₹ 4,06,000",8.3 / 10
"SP Memorial Institute of Technology - [SPMIT], Allahabad","₹ 2,20,000","₹ 90,000",7.1 / 10
"Sanjay Memorial Institute of Technology - [SMIT], Berhampur","₹ 55,000","₹ 40,00,000",7.8 / 10
"Sardar Raja College of Engineering - [SRCE], Tirunelveli","₹ 50,000","₹ 12,00,000",4.3 / 10
"Sharad Institute of Technology College of Engineering, Kolhapur","₹ 83,000","₹ 4,10,000",8.6 / 10
"Shri S'ad Vidya Mandal Institute of Technology - [SVMIT], Surat","₹ 70,000","₹ 10,00,000",7.7 / 10
"Sreepathy Institute of Management and Technology - [SIMAT] Vavannor, Palakkad","₹ 75,000","₹ 2,40,000",7.7 / 10
"Sri Lakshmi Ammal Engineering College - [SLAEC], Chennai","₹ 50,000","₹ 3,60,000",7.1 / 10
"Sri Rammurty Smarak College of Engineering & Technology, Bareilly","₹ 1,39,282","₹ 3,00,000",7.3 / 10
"Sridevi Women's Engineering College - [SWEC], Hyderabad","₹ 1,10,000","₹ 10,00,000",6.4 / 10
"St. John College of Engineering and Management - [SJCEM], Palghar","₹ 94,000","₹ 3,00,000",8.9 / 10
"St. Thomas College of Engineering and Technology - [STCET], Kolkata","₹ 1,12,200","₹ 5,50,000",8.1 / 10
"Sudharsan Engineering College - [SEC], Pudukkottai","₹ 55,000","₹ 20,00,000",4.4 / 10
"The Kavery College of Engineering - [KCE], Salem","₹ 60,000","₹ 2,20,000",6 / 10
"Thirumalai Engineering College - [TEC], Kanchipuram","₹ 60,000","₹ 5,20,000",8 / 10
"Tontadarya College of Engineering, Gadag","₹ 1,43,748","₹ 4,20,000",8.1 / 10
"Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET], Raigarh","₹ 66,000","₹ 25,16,000",9.3 / 10
"Watumull Institute of Electronic Engineering and Computer Technology - [WIEECT], Mumbai","₹ 1,41,916","₹ 12,00,000",7.7 / 10
